tweet,clean_tweet,clean_tweet_singkatan
"Polda Metro Jaya melakukan pemeriksaan terhadap akademisi Rismon Hasiholan Sianipar hari ini, Senin (26/5/2025), terkait tudingan ijazah palsu yang dilaporkan oleh Mantan Presiden Joko Widodo ( Jokowi ). 

Rismon sedianya diperiksa oleh penyidik Susbdit Kamneg Ditreskrimum Polda Metro Jaya pada Kamis (22/5/2025). Namun ia berhalangan hadir dan meminta pemeriksaan dilakukan pada hari ini. 

Kabid Humas Polda Metro Jaya Kombes Pol Ade Ary Syam Indradi kepada wartawan, Senin (26/5/2025)menyatakan, Rismon diperiksa sejak pukul 10.20 WIB telah datang ke Subdit Kamneg Ditreskrimum Polda Metro Jaya, saudara RS. 

Namun Ade Ary tak membeberkan keterangan apa saja yang digali penyidik dari Rismon. Ia hanya menyebut pemeriksaan Rismon masih berlangsung.

Sebagai informasi, Jokowi melaporkan lima orang berinisial berinisial RS, ES, RS, T, dan K terkait tuduhan ijazah palsu ke Polda Metro Jaya. Mereka dilaporkan atas pasal fitnah hingga pencemaran nama baik.

Selengkapnya kunjungi:
https://t.co/a9FHzBES34

#Sindonews #KasusDugaanIjazahPalsu #Jokowi #UjiForensik #RismonSianipar #PoldaMetroJaya",polda metro jaya laku periksa hadap akademisi rismon hasiholan sianipar hari ini senin 26 5 2025 kait tuding ijazah palsu yang lapor oleh mantan presiden joko widodo jokowi rismon sedia periksa oleh sidik susbdit kamneg ditreskrimum polda metro jaya pada kamis 22 5 2025 namun ia halang hadir dan minta periksa laku pada hari ini kabid humas polda metro jaya kombes pol ade ary syam indradi kepada wartawan senin 26 5 2025 nyata rismon periksa sejak pukul 10 20 wib telah datang ke subdit kamneg ditreskrimum polda metro jaya saudara rs namun ade ary tak beber terang apa saja yang gali sidik dari rismon ia hanya sebut periksa rismon masih langsung bagai informasi jokowi lapor lima orang inisial inisial rs es rs t dan k kait tuduh ijazah palsu ke polda metro jaya mereka lapor atas pasal fitnah hingga cemar nama baik lengkap kunjung,polda metro jaya laku periksa hadap akademisi rismon hasiholan sianipar hari ini senin 26 5 2025 kait tuding ijazah palsu yang lapor oleh mantan presiden joko widodo jokowi rismon sedia periksa oleh sidik susbdit kamneg ditreskrimum polda metro jaya pada kamis 22 5 2025 namun ia halang hadir dan minta periksa laku pada hari ini kabid humas polda metro jaya kombes pol ade ary syam indradi kepada wartawan senin 26 5 2025 nyata rismon periksa sejak pukul 10 20 wib telah datang ke subdit kamneg ditreskrimum polda metro jaya saudara rs namun ade ary tak beber terang apa saja yang gali sidik dari rismon ia hanya sebut periksa rismon masih langsung bagai informasi jokowi lapor lima orang inisial inisial rs es rs t dan k kait tuduh ijazah palsu ke polda metro jaya mereka lapor atas pasal fitnah hingga cemar nama baik lengkap kunjung
"PAKAR Hukum Pidana dari Universitas Trisakti Abdul Fickar Hadjar  menyebut bahwa seharusnya perkara dugaan ijazah palsu Presiden ke-7 RI Joko Widodo (Jokowi) diteruskan sampai ranah pengadilan.
https://t.co/VEzXgyoK1A",pakar hukum pidana dari universitas trisakti abdul fickar hadjar sebut bahwa harus perkara duga ijazah palsu presiden ke 7 ri joko widodo jokowi terus sampai ranah adil,pakar hukum pidana dari universitas trisakti abdul fickar hadjar sebut bahwa harus perkara duga ijazah palsu presiden ke 7 ri joko widodo jokowi terus sampai ranah adil
"PENGAMAT kepolisian dari Institute for Security and Strategic Studies (ISESS) Bambang Rukminto merespons keputusan kepolisian yang menghentikan penyelidikan terkait kasus dugaan ijazah palsu Presiden ke-7 RI Joko Widodo (Jokowi).

https://t.co/GhMIkmKoxs",amat polisi dari institute for security and strategic studies isess bambang rukminto respons putus polisi yang henti lidi kait kasus duga ijazah palsu presiden ke 7 ri joko widodo jokowi,amat polisi dari institute for security and strategic studies isess bambang rukminto respons putus polisi yang henti lidi kait kasus duga ijazah palsu presiden ke 7 ri joko widodo jokowi
@Simemaki @DokterTifa Ini postingan tolol .. kamu justru memancing netizen membahas ijazah palsu Jokowi. Dr Tifa mau asli ato palsu bkn pejabat publik yg punya otoritas membuat kebijakan yg berdampak thd masyarakat. Beda sm Jokowi seorang bekas Presiden patut publik ingin tau krn ybs banyak bohongnya.,ini postingan tolol kamu justru pancing netizen bahas ijazah palsu jokowi dr tifa mau asli ato palsu bkn jabat publik yg punya otoritas buat bijak yg dampak thd masyarakat beda sm jokowi orang bekas presiden patut publik ingin tau krn ybs banyak bohong,ini postingan tolol kamu justru pancing netizen bahas ijazah palsu jokowi dari tifa mau asli ato palsu bkn jabat publik yg punya otoritas buat bijak yg dampak thd masyarakat beda sama jokowi orang bekas presiden patut publik ingin tau karena yang bersangkutan banyak bohong
"PAKAR Hukum Pidana dari Universitas Trisakti Abdul Fickar Hadjar  menyebut bahwa seharusnya perkara dugaan ijazah palsu Presiden ke-7 RI Joko Widodo (Jokowi) diteruskan sampai ranah pengadilan.
https://t.co/VEzXgyoK1A",pakar hukum pidana dari universitas trisakti abdul fickar hadjar sebut bahwa harus perkara duga ijazah palsu presiden ke 7 ri joko widodo jokowi terus sampai ranah adil,pakar hukum pidana dari universitas trisakti abdul fickar hadjar sebut bahwa harus perkara duga ijazah palsu presiden ke 7 ri joko widodo jokowi terus sampai ranah adil
"@PaltiWest2024 Bahas ijazah palsu gak berhasil trus mau bukti bayaran spp lagi yang dibahas?bginilh klw ciri2 orang yang sakit hatinya udah mendarah daging. Efek bpk jokowi mmng kuat udah mantan presiden ttp dibahas,trus kasus korupsi dilupakan🤔",bahas ijazah palsu gak hasil trus mau bukti bayar spp lagi yang bahas bginilh klw ciri2 orang yang sakit hati udah darah daging efek bpk jokowi mmng kuat udah mantan presiden ttp bahas trus kasus korupsi lupa,bahas ijazah palsu gak hasil trus mau bukti bayar spp lagi yang bahas bginilh kalau ciri2 orang yang sakit hati udah darah daging efek bpk jokowi memang kuat udah mantan presiden tetap bahas terus kasus korupsi lupa
"KORUPSI DAN IJAZAH PALSU JOKOWI MENDUNIA... 

SATU-SATUNYA MANTAN PRESIDEN INDONESIA YANG BIKIN HEBOH TINGKAH NASIONAL DAN INTERNASIONAL DENGAN KASUS KORUPSI VERSI OCCRP DAN IJAZAH PALSUNYA... ‼️

#AdiliJokowiMendunia 
#AdiliJokowiMendunia 
🆘🆗 https://t.co/gI0PYBxBJR",korupsi dan ijazah palsu jokowi dunia satu satu mantan presiden indonesia yang bikin heboh tingkah nasional dan internasional dengan kasus korupsi versi occrp dan ijazah palsu sos ok,korupsi dan ijazah palsu jokowi dunia satu satu mantan presiden indonesia yang bikin heboh tingkah nasional dan internasional dengan kasus korupsi versi occrp dan ijazah palsu sos oke
"@UNDERGUARDHAL @goldenman339 @sarah_pndjtn Menurut mbahnya hukum tatanegara, jika ijazah Jokowi palsu tidak akan menggugurkan Jokowi sbg presiden, tapi Jokowi nya bisa dipidana pemalsuan dokumen.",turut mbah hukum tatanegara jika ijazah jokowi palsu tidak akan gugur jokowi sbg presiden tapi jokowi nya bisa pidana palsu dokumen,turut mbah hukum tatanegara jika ijazah jokowi palsu tidak akan gugur jokowi sebagai presiden tapi jokowi nya bisa pidana palsu dokumen
"Penasaran!! 🤔 Siapa yang mendanai aktor2 &amp; buzzer2 ""ijazah palsu""? Jelas sekali tujuannya mencoreng Nama Pak Jokowi, padahal sudah bukan Presiden

Apakah ada hubungannya dengan dukungan negara2 Asia kepada Jokowi menjadi calon Sekjen PBB yang akan datang? https://t.co/rjZsvz5LuF",penasaran siapa yang dana aktor2 buzzer2 ijazah palsu jelas sekali tuju coreng nama pak jokowi padahal sudah bukan presiden apakah ada hubung dengan dukung negara2 asia kepada jokowi jadi calon sekjen pbb yang akan datang,penasaran siapa yang dana aktor buzzer ijazah palsu jelas sekali tuju coreng nama pak jokowi padahal sudah bukan presiden apakah ada hubung dengan dukung negara-negara asia kepada jokowi jadi calon sekjen pbb yang akan datang
"@joooemmlnd Tapi gue juga sama, sempet nangisin ijazah Jokowi. Gue pake ijazah S1 dpt kerjaan yg umr aja sukur, resign, nyari kerja, interview wjb fotokopi ijazah (pke duit) blm tentu keterima, blm tntu gaji bagus.
Dia enak jdi presiden, tunjangan dpt, kerja diberesin ama org, ijazah palsu.",tapi gue juga sama sempet nangisin ijazah jokowi gue pake ijazah s1 dpt kerja yg umr aja sukur resign nyari kerja interview wjb fotokopi ijazah pke duit blm tentu terima blm tntu gaji bagus dia enak jdi presiden tunjang dpt kerja resin ama org ijazah palsu,tapi gue juga sama sempet nangisin ijazah jokowi gue pake ijazah s1 dapat kerja yg umr saja sukur resign nyari kerja interview wjb fotokopi ijazah pke duit belum tentu terima belum tntu gaji bagus dia enak jdi presiden tunjang dapat kerja resin ama orang ijazah palsu
"@ch_chotimah2 BERARTI YG TAU PERMASALAHAN ITU PDI-P, KNP PDI-P DIAM SJ WAKTU MENCALONKAN WALIKOTA SOLO., GUBERNUR DAN PRESIDEN...???
MUSTAHIL PDI-P TDK TAHU IJAZAH JOKOWI ASLI ATO PALSU .
PDI-P SENGAJA MENANAM BOM WAKTU KE JOKOWI.
DGN KATA LAIN PDI-P LAH YG MENYETEL JOKOWI SELAMA MENJABAT..",arti yg tau masalah itu pdi p knp pdi p diam sj waktu calon walikota solo gubernur dan presiden mustahil pdi p tdk tahu ijazah jokowi asli ato palsu pdi p sengaja tanam bom waktu ke jokowi dgn kata lain pdi p lah yg setel jokowi lama jabat,arti yg tau masalah itu pdi p kenapa pdi p diam sajs waktu calon walikota solo gubernur dan presiden mustahil pdi p tidak tahu ijazah jokowi asli ato palsu pdi p sengaja tanam bom waktu ke jokowi dengan kata lain pdi p lah yg setel jokowi lama jabat
"Dugaan Kebohongan Jokowi: Ijazah Palsu dan Janji yang Terabaikan
Sejumlah kontroversi mengenai dugaan kebohongan mantan Presiden Joko Widodo (Jokowi) terus bergulir bahkan setelah masa jabatannya berakhir. Berbagai pihak, mulai dari tokoh politik hingga akademisi, telah mengajukan berbagai klaim mengenai ketidakjujuran mantan presiden selama dua periode kepemimpinannya. Kontroversi ini mencakup berbagai aspek, mulai dari latar belakang akademik, janji politik, hingga program-program unggulan yang pernah dicanangkan. Kontroversi Ijazah dan Latar Belakang Akademik Salah satu isu yang saat ini tengah memanas adalah kontroversi mengenai latar belakang pendidikan Jokowi. Kasmujo, yang selama ini disebut-sebut sebagai pembimbing skripsi Jokowi di Fakultas Kehutanan UGM, dilaporkan telah menyatakan bahwa ia bukanlah pembimbing skripsi mantan presiden tersebut. […] https://t.co/dGrV874xi3 

#SuaraBatak #BatakBerbicara #TapanuliVoice #Innovation #AI #Breakingnews #DigitalNews #JKTInfo #KritikPemerintahan #WongCilik #JakartaHits #WeLoveJakarta #Batak #Tapanuli #IndonesiaBerita #BudayaBatak #Sumut #BeritaLokal #BatakPride #wardahcolorfitstudio Rampai Nusantara
#OjolPilihKerja #dukungkopdesmerahputih
Presiden Prabowo #MediaTempoPengkhianatBangsa #Prabowo #RupiahMelemah #Danantara #EkonomiIndonesia #PHK2025 #HumanityForGaza #PKSbersamaGaza
#SolidaritasNegaraIslam Selamat Hari Buku Nasional sigap tuntaskan kasus
jokowi investing  kapan cair gaji tni firli bahuri koperasi desa merah putih #Megawati #PrabowoSubianto #PDIP 
#DemokrasiIndonesia #PolitikNasional #Oligarki #DinastiPolitik #KerjaSamaPolitik #KritikPemerintahan #WongCilik #Megawati #PrabowoSubianto #PDIP #DemokrasiIndonesia #PolitikNasional #Oligarki #DinastiPolitik #KerjaSamaPolitik",duga bohong jokowi ijazah palsu dan janji yang abai jumlah kontroversi kena duga bohong mantan presiden joko widodo jokowi terus gulir bahkan telah masa jabat akhir bagai pihak mulai dari tokoh politik hingga akademisi telah aju bagai klaim kena ketidakjujuran mantan presiden lama dua periode pimpin kontroversi ini cakup bagai aspek mulai dari latar belakang akademik janji politik hingga program program unggul yang pernah canang kontroversi ijazah dan latar belakang akademik salah satu isu yang saat ini tengah panas adalah kontroversi kena latar belakang didik jokowi kasmujo yang lama ini sebut sebut bagai bimbing skripsi jokowi di fakultas hutan ugm lapor telah nyata bahwa ia bukan bimbing skripsi mantan presiden sebut rampai nusantara presiden prabowo selamat hari buku nasional sigap tuntas kasus jokowi investing kapan cair gaji tni firli bahuri koperasi desa merah putih,duga bohong jokowi ijazah palsu dan janji yang abai jumlah kontroversi kena duga bohong mantan presiden joko widodo jokowi terus gulir bahkan telah masa jabat akhir bagai pihak mulai dari tokoh politik hingga akademisi telah aju bagai klaim kena ketidakjujuran mantan presiden lama dua periode pimpin kontroversi ini cakup bagai aspek mulai dari latar belakang akademik janji politik hingga program program unggul yang pernah canang kontroversi ijazah dan latar belakang akademik salah satu isu yang saat ini tengah panas adalah kontroversi kena latar belakang didik jokowi kasmujo yang lama ini sebut sebut bagai bimbing skripsi jokowi di fakultas hutan ugm lapor telah nyata bahwa ia bukan bimbing skripsi mantan presiden sebut rampai nusantara presiden prabowo selamat hari buku nasional sigap tuntas kasus jokowi investing kapan cair gaji tni firli bahuri koperasi desa merah putih
"@WarisanKakung @iustitia_vincit @DokterTifa Banyak kasus seperti judol Budi arie,terus jendral militer dapat jabatan teralihkan semua karena kasus ini....klopun terbukti ijazah palsu ,ngak akan ada manfaatnya toh dia bukan presiden lagi,plus klopun cuma lulusan SMA itupun sah presiden...paling nama Jokowi yg jelek saja",banyak kasus seperti judol budi arie terus jendral militer dapat jabat alih semua karena kasus ini klopun bukti ijazah palsu ngak akan ada manfaat toh dia bukan presiden lagi plus klopun cuma lulus sma itu sah presiden paling nama jokowi yg jelek saja,banyak kasus seperti judol budi arie terus jendral militer dapat jabat alih semua karena kasus ini klopun bukti ijazah palsu ngak akan ada manfaat toh dia bukan presiden lagi plus klopun cuma lulus sma itu sah presiden paling nama jokowi yg jelek saja
@DianSandiU Mau asli atau palsu ijazah Jokowi gak penting... presiden yg cuma bisa menciptakan lapangan kerja buat anak mantu doang....,mau asli atau palsu ijazah jokowi gak penting presiden yg cuma bisa cipta lapang kerja buat anak mantu doang,mau asli atau palsu ijazah jokowi gak penting presiden yang cuma bisa cipta lapang kerja buat anak mantu doang
"@DokterTifa Heh tifa dari pada lu urusin ijazah bu iriana yg cuman istri mantan presiden mending ibu urusin tuhh ijazah mas gibran,saya pernah denger mas gibran bilang klo ijazah nya palsu sekalian tuhh urusin ijazah pak prabowo,krn skrg mrk yg lg menjabat. Cuman berani nyerang pak Jokowi 😂",heh tifa dari pada lu urusin ijazah bu iriana yg cuman istri mantan presiden mending ibu urusin tuhh ijazah mas gibran saya pernah denger mas gibran bilang klo ijazah nya palsu sekali tuhh urusin ijazah pak prabowo krn skrg mrk yg lg jabat cuman berani nyerang pak jokowi,heh tifa dari pada lu urusin ijazah bu iriana yg cuman istri mantan presiden mending ibu urusin tuhh ijazah mas gibran saya pernah denger mas gibran bilang kalau ijazah nya palsu sekali tuhh urusin ijazah pak prabowo karena sekarang mereka yang lagi jabat cuman berani nyerang pak jokowi
"@regar_op0sisi Mentri nya Prabowo ini atau mentrinya Jokowi, sy bingung siapa sih presiden RI skrng?  Coba  bung @fadlizon , pak Mentri Bahlil ini ngapain bicara y beginian? Jgn2 klo ijazah Jokowi palsu, pak Mentri ini ikut tercium kebusukannya saat jadi mentrix Jokowi,.andai penegak hukum ada",tri nya prabowo ini atau tri jokowi sy bingung siapa sih presiden ri skrng coba bung pak tri bahlil ini ngapain bicara y begini jgn2 klo ijazah jokowi palsu pak tri ini ikut cium busuk saat jadi mentrix jokowi andai tegak hukum ada,tri nya prabowo ini atau tri jokowi saya bingung siapa sih presiden ri sekarang coba bung pak tri bahlil ini ngapain bicara ya begini janagan-jangan kalau ijazah jokowi palsu pak tri ini ikut cium busuk saat jadi mentrinya jokowi andai tegak hukum ada
"@SianiparRismon Taik lah kau!, kemarin² kemana lu saat Jokowi masih menjabat presiden?!, soal isu ijazah palsu sdh ada SEJAK 2019 bahkan lebih awal!, cuma mau buat GADUH LU,  macan ompong TOLOL!!!",taik lah kau kemarin2 mana lu saat jokowi masih jabat presiden soal isu ijazah palsu sdh ada sejak 2019 bahkan lebih awal cuma mau buat gaduh lu macan ompong tolol,taik lah kau kemarin-kemarin mana lu saat jokowi masih jabat presiden soal isu ijazah palsu sudah ada sejak 2019 bahkan lebih awal cuma mau buat gaduh lu macan ompong tolol
"@joooemmlnd Btw di IRL masih banyak anak-anak muda pada kebawa drama Tiktod, kaya ngerasa Mulyono di Dizolimi pakai tuduhan Ijazah palsu, padahal udah nggak jadi Presiden. Tempo hari rekan kerja ada yang sampe emosi belain Jokowi habis2an, karena saya nggak ngiyain kalau Ijazah Muls Asli 😅",btw di irl masih banyak anak anak muda pada bawa drama tiktod kaya ngerasa mulyono di dizolimi pakai tuduh ijazah palsu padahal udah nggak jadi presiden tempo hari rekan kerja ada yang sampe emosi bain jokowi habis2an karena saya nggak ngiyain kalau ijazah muls asli,ngomong-ngomong di irl masih banyak anak anak muda pada bawa drama tiktod kaya ngerasa mulyono di dizolimi pakai tuduh ijazah palsu padahal udah tidak jadi presiden tempo hari rekan kerja ada yang sampe emosi bain jokowi habis2an karena saya tidak ngiyain kalau ijazah muls asli
Kalau memang ijazah Jokowi palsu mengapa tidak ada yang menggugat PDIP yang mencalonkan beliau menjadi Presiden selama 2 periode? Pikiran kalian memang konslet.,kalau memang ijazah jokowi palsu mengapa tidak ada yang gugat pdip yang calon beliau jadi presiden lama 2 periode pikir kalian memang konslet,kalau memang ijazah jokowi palsu mengapa tidak ada yang gugat pdip yang calon beliau jadi presiden lama 2 periode pikir kalian memang konslet
Teruskan perjuangan melawan kebohongan Jokowi Ijazah dan Gelar palsu dari UGM.Jgn mundur sbb Ijazah palsu Mantan Presiden ada hubungannya dgn utang uang ke Tiongkok atas nama Rakyat Yg di lakukan Jokowi.,terus juang lawan bohong jokowi ijazah dan gelar palsu dari ugm jgn mundur sbb ijazah palsu mantan presiden ada hubung dgn utang uang ke tiongkok atas nama rakyat yg di laku jokowi,terus juang lawan bohong jokowi ijazah dan gelar palsu dari ugm janagan mundur sebab ijazah palsu mantan presiden ada hubung dengan utang uang ke tiongkok atas nama rakyat yang di laku jokowi
